IID,GID,rfunc,rparams,rseed,pathfunc,pparams,rfrac,rsize,numpaths,nodesinrunion,nodeavgfreqinrunion,transitinrunion,transitavgfreqinrunion,edgesinrunion,edgeavgfreqinrunion,edgemedfreqinrunion
I_2013-10-08_436,G_2013-10-08_21,rpermute,{'rfrac': 0.45},2325380872220633830,shortestpaths,{},0.434782608696,10,49,16,19.375,11,11.8181818182,26,8.46153846154,7.0
I_2013-10-08_437,G_2013-10-08_21,rpermute,{'rfrac': 0.45},3376766190765819325,shortestpaths,{},0.434782608696,10,52,20,16.7,14,11.0,34,7.17647058824,6.0
I_2013-10-08_438,G_2013-10-08_21,rpermute,{'rfrac': 0.45},-7080602879754419786,shortestpaths,{},0.434782608696,10,49,13,22.7692307692,10,11.6,18,11.4444444444,9.0
I_2013-10-08_439,G_2013-10-08_21,rpermute,{'rfrac': 0.5},3961109017307609193,shortestpaths,{},0.521739130435,12,74,21,23.2380952381,15,14.9333333333,36,9.88888888889,9.0
I_2013-10-08_440,G_2013-10-08_21,rpermute,{'rfrac': 0.5},-4657715336139578532,shortestpaths,{},0.521739130435,12,73,21,22.380952381,13,15.8461538462,37,9.13513513514,8
I_2013-10-08_441,G_2013-10-08_21,rpermute,{'rfrac': 0.5},-7391413082339376164,shortestpaths,{},0.521739130435,12,69,15,29.0666666667,9,19.1111111111,22,13.8181818182,12.0
I_2013-10-08_442,G_2013-10-08_22,rpermute,{'rfrac': 0.2},-878566753748015211,shortestpaths,{},0.206896551724,6,19,21,6.38095238095,18,4.11111111111,28,3.71428571429,4.0
I_2013-10-08_443,G_2013-10-08_22,rpermute,{'rfrac': 0.2},1176374685134387105,shortestpaths,{},0.206896551724,6,18,13,8.76923076923,10,5.4,16,5.25,5.0
I_2013-10-08_444,G_2013-10-08_22,rpermute,{'rfrac': 0.2},8704709006704410605,shortestpaths,{},0.206896551724,6,16,20,6.5,16,4.375,25,4.0,3
I_2013-10-08_445,G_2013-10-08_22,rpermute,{'rfrac': 0.25},1120008524158118963,shortestpaths,{},0.241379310345,7,25,16,9.625,11,6.36363636364,23,4.86956521739,4
I_2013-10-08_446,G_2013-10-08_22,rpermute,{'rfrac': 0.25},-7828566409022069003,shortestpaths,{},0.241379310345,7,27,21,9.33333333333,15,7.46666666667,29,5.31034482759,4
I_2013-10-08_447,G_2013-10-08_22,rpermute,{'rfrac': 0.25},-1242141429277876151,shortestpaths,{},0.241379310345,7,26,16,10.5,13,6.46153846154,21,6.0,5
I_2013-10-08_448,G_2013-10-08_22,rpermute,{'rfrac': 0.3},769304517390024023,shortestpaths,{},0.310344827586,9,43,21,13.2380952381,17,7.88235294118,31,6.64516129032,5
I_2013-10-08_449,G_2013-10-08_22,rpermute,{'rfrac': 0.3},8881711662588562208,shortestpaths,{},0.310344827586,9,44,22,13.6363636364,16,9.75,33,6.90909090909,6
I_2013-10-08_450,G_2013-10-08_22,rpermute,{'rfrac': 0.3},-9059783834141149657,shortestpaths,{},0.310344827586,9,43,18,14.1111111111,15,7.33333333333,26,7.0,5.5
I_2013-10-08_451,G_2013-10-08_22,rpermute,{'rfrac': 0.35},1470462297907856139,shortestpaths,{},0.344827586207,10,55,25,15.84,20,10.8,37,8.27027027027,7
I_2013-10-08_452,G_2013-10-08_22,rpermute,{'rfrac': 0.35},3908775058695725791,shortestpaths,{},0.344827586207,10,57,23,16.8695652174,20,10.4,32,9.3125,9.0
I_2013-10-08_453,G_2013-10-08_22,rpermute,{'rfrac': 0.35},7677756324787078373,shortestpaths,{},0.344827586207,10,56,23,16.2608695652,20,9.7,31,9.16129032258,9
I_2013-10-08_454,G_2013-10-08_22,rpermute,{'rfrac': 0.4},-6891579809022658436,shortestpaths,{},0.413793103448,12,81,25,22.32,21,14.0,37,11.5135135135,10
I_2013-10-08_455,G_2013-10-08_22,rpermute,{'rfrac': 0.4},-7492103235997309197,shortestpaths,{},0.413793103448,12,81,25,21.28,22,12.1818181818,38,10.5263157895,9.0
I_2013-10-08_456,G_2013-10-08_22,rpermute,{'rfrac': 0.4},-8393721045601852214,shortestpaths,{},0.413793103448,12,80,22,23.3636363636,19,13.1578947368,33,11.5757575758,12
I_2013-10-08_457,G_2013-10-08_22,rpermute,{'rfrac': 0.45},-2427444546445589716,shortestpaths,{},0.448275862069,13,99,25,26.16,22,15.5454545455,38,13.1052631579,13.5
I_2013-10-08_458,G_2013-10-08_22,rpermute,{'rfrac': 0.45},-1708587735574481834,shortestpaths,{},0.448275862069,13,95,25,23.84,20,14.2,37,11.8918918919,9
I_2013-10-08_459,G_2013-10-08_22,rpermute,{'rfrac': 0.45},-6153971142270716513,shortestpaths,{},0.448275862069,13,98,24,26.3333333333,19,16.8421052632,36,13.2222222222,12.0
I_2013-10-08_460,G_2013-10-08_22,rpermute,{'rfrac': 0.5},8216630571431959032,shortestpaths,{},0.51724137931,15,123,24,36.5,21,21.7142857143,35,19.0285714286,18
I_2013-10-08_461,G_2013-10-08_22,rpermute,{'rfrac': 0.5},-2405349384358510729,shortestpaths,{},0.51724137931,15,128,24,35.0,20,21.0,36,17.5,18.0
I_2013-10-08_462,G_2013-10-08_22,rpermute,{'rfrac': 0.5},2746000202782083077,shortestpaths,{},0.51724137931,15,122,25,35.76,20,23.7,37,18.4864864865,19
I_2013-10-08_463,G_2013-10-08_23,rpermute,{'rfrac': 0.2},-7224645036016648008,shortestpaths,{},0.206896551724,6,16,18,6.55555555556,14,4.14285714286,23,3.82608695652,4
I_2013-10-08_464,G_2013-10-08_23,rpermute,{'rfrac': 0.2},-4333224680506774613,shortestpaths,{},0.206896551724,6,19,13,8.0,8,5.5,18,4.11111111111,4.0
I_2013-10-08_465,G_2013-10-08_23,rpermute,{'rfrac': 0.2},-300250636627772068,shortestpaths,{},0.206896551724,6,19,21,5.52380952381,17,3.29411764706,29,2.96551724138,3
I_2013-10-08_466,G_2013-10-08_23,rpermute,{'rfrac': 0.25},4529518283890412456,shortestpaths,{},0.241379310345,7,24,19,8.21052631579,15,4.8,27,4.22222222222,4
I_2013-10-08_467,G_2013-10-08_23,rpermute,{'rfrac': 0.25},7384021594447149401,shortestpaths,{},0.241379310345,7,24,16,9.0,12,5.0,25,4.08,3
I_2013-10-08_468,G_2013-10-08_23,rpermute,{'rfrac': 0.25},-1691908552464833173,shortestpaths,{},0.241379310345,7,23,15,10.1333333333,11,6.18181818182,22,5.0,5.0
I_2013-10-08_469,G_2013-10-08_23,rpermute,{'rfrac': 0.3},-6969395405866040259,shortestpaths,{},0.310344827586,9,43,21,11.8095238095,15,6.93333333333,34,5.17647058824,6.0
I_2013-10-08_470,G_2013-10-08_23,rpermute,{'rfrac': 0.3},5835013158734570210,shortestpaths,{},0.310344827586,9,44,18,13.7777777778,14,7.42857142857,24,7.33333333333,6.5
I_2013-10-08_471,G_2013-10-08_23,rpermute,{'rfrac': 0.3},-448731361562133737,shortestpaths,{},0.310344827586,9,41,23,11.8260869565,19,6.73684210526,35,5.71428571429,4
I_2013-10-08_472,G_2013-10-08_23,rpermute,{'rfrac': 0.35},-93086793050565638,shortestpaths,{},0.344827586207,10,55,18,15.1111111111,17,5.41176470588,28,6.5,5.0
I_2013-10-08_473,G_2013-10-08_23,rpermute,{'rfrac': 0.35},9182490852843632809,shortestpaths,{},0.344827586207,10,58,24,13.6666666667,19,7.78947368421,39,6.10256410256,6
I_2013-10-08_474,G_2013-10-08_23,rpermute,{'rfrac': 0.35},4797005800228981058,shortestpaths,{},0.344827586207,10,54,19,16.4210526316,15,8.8,28,7.92857142857,8.0
I_2013-10-08_475,G_2013-10-08_23,rpermute,{'rfrac': 0.4},-6253895618534238595,shortestpaths,{},0.413793103448,12,82,26,18.0769230769,23,8.95652173913,46,7.34782608696,6.0
I_2013-10-08_476,G_2013-10-08_23,rpermute,{'rfrac': 0.4},980339482757035717,shortestpaths,{},0.413793103448,12,73,22,21.0,16,12.375,34,9.70588235294,9.0
I_2013-10-08_477,G_2013-10-08_23,rpermute,{'rfrac': 0.4},-479093859740793467,shortestpaths,{},0.413793103448,12,78,24,19.25,20,9.9,39,8.46153846154,8
I_2013-10-08_478,G_2013-10-08_23,rpermute,{'rfrac': 0.45},-7777315340875448522,shortestpaths,{},0.448275862069,13,93,24,23.8333333333,22,11.8181818182,38,10.9473684211,8.5
I_2013-10-08_479,G_2013-10-08_23,rpermute,{'rfrac': 0.45},-108126795800591893,shortestpaths,{},0.448275862069,13,93,26,22.5384615385,22,12.4545454545,42,10.2380952381,10.0
I_2013-10-08_480,G_2013-10-08_23,rpermute,{'rfrac': 0.45},-5569502885573331811,shortestpaths,{},0.448275862069,13,86,22,23.4545454545,20,10.2,35,10.2857142857,9
I_2013-10-08_481,G_2013-10-08_23,rpermute,{'rfrac': 0.5},-2041194368588744162,shortestpaths,{},0.51724137931,15,123,28,27.1428571429,23,14.7826086957,47,11.7021276596,12
I_2013-10-08_482,G_2013-10-08_23,rpermute,{'rfrac': 0.5},-57538983265374234,shortestpaths,{},0.51724137931,15,130,25,30.24,22,15.2727272727,40,13.65,12.5
I_2013-10-08_483,G_2013-10-08_23,rpermute,{'rfrac': 0.5},-963997286597349127,shortestpaths,{},0.51724137931,15,126,28,27.5714285714,25,14.08,46,12.2173913043,12.5
I_2013-10-08_484,G_2013-10-08_24,rpermute,{'rfrac': 0.2},-8607199128299379033,shortestpaths,{},0.205882352941,7,30,23,6.95652173913,18,4.22222222222,35,3.37142857143,2
I_2013-10-08_485,G_2013-10-08_24,rpermute,{'rfrac': 0.2},-7168401667541988424,shortestpaths,{},0.205882352941,7,24,13,10.7692307692,8,7.0,17,5.76470588235,5
I_2013-10-08_486,G_2013-10-08_24,rpermute,{'rfrac': 0.2},-78089364154013111,shortestpaths,{},0.205882352941,7,24,22,7.09090909091,17,4.23529411765,34,3.35294117647,4.0
I_2013-10-08_487,G_2013-10-08_24,rpermute,{'rfrac': 0.25},6404820368401036900,shortestpaths,{},0.264705882353,9,46,26,10.6923076923,25,5.36,37,5.56756756757,5
I_2013-10-08_488,G_2013-10-08_24,rpermute,{'rfrac': 0.25},-4270714107720350365,shortestpaths,{},0.264705882353,9,43,24,11.5833333333,22,6.09090909091,37,5.56756756757,4
I_2013-10-08_489,G_2013-10-08_24,rpermute,{'rfrac': 0.25},-3268340806132997491,shortestpaths,{},0.264705882353,9,41,22,11.3636363636,19,5.57894736842,34,5.23529411765,4.5
I_2013-10-08_490,G_2013-10-08_24,rpermute,{'rfrac': 0.3},6866171484080998201,shortestpaths,{},0.294117647059,10,56,24,13.4166666667,20,7.1,34,6.82352941176,4.0
I_2013-10-08_491,G_2013-10-08_24,rpermute,{'rfrac': 0.3},-8146452040766934356,shortestpaths,{},0.294117647059,10,57,26,12.0,23,5.73913043478,42,5.28571428571,4.0
I_2013-10-08_492,G_2013-10-08_24,rpermute,{'rfrac': 0.3},5859831022047011086,shortestpaths,{},0.294117647059,10,54,27,12.2962962963,24,6.33333333333,46,5.26086956522,4.0
I_2013-10-08_493,G_2013-10-08_24,rpermute,{'rfrac': 0.35},-83637655159607922,shortestpaths,{},0.352941176471,12,80,26,18.1538461538,24,8.66666666667,43,7.90697674419,7
I_2013-10-08_494,G_2013-10-08_24,rpermute,{'rfrac': 0.35},-6485148143562440221,shortestpaths,{},0.352941176471,12,76,29,16.5517241379,22,9.81818181818,48,7.25,7.0
I_2013-10-08_495,G_2013-10-08_24,rpermute,{'rfrac': 0.35},-1845934344709094008,shortestpaths,{},0.352941176471,12,79,31,16.3225806452,28,8.64285714286,53,7.05660377358,6
I_2013-10-08_496,G_2013-10-08_24,rpermute,{'rfrac': 0.4},-523487480499640676,shortestpaths,{},0.411764705882,14,111,32,21.875,26,12.9230769231,52,9.96153846154,7.0
I_2013-10-08_497,G_2013-10-08_24,rpermute,{'rfrac': 0.4},-325989674763376759,shortestpaths,{},0.411764705882,14,106,29,23.2413793103,24,12.9166666667,50,9.84,7.0
I_2013-10-08_498,G_2013-10-08_24,rpermute,{'rfrac': 0.4},-4930227596526441235,shortestpaths,{},0.411764705882,14,108,31,20.064516129,27,9.55555555556,56,7.85714285714,6.0
I_2013-10-08_499,G_2013-10-08_24,rpermute,{'rfrac': 0.45},-8692649008868564379,shortestpaths,{},0.441176470588,15,124,28,28.1428571429,27,13.6296296296,47,12.2978723404,13
I_2013-10-08_500,G_2013-10-08_24,rpermute,{'rfrac': 0.45},-8289211160955547348,shortestpaths,{},0.441176470588,15,127,32,24.8125,28,13.3571428571,55,10.6181818182,9
I_2013-10-08_501,G_2013-10-08_24,rpermute,{'rfrac': 0.45},-915524961922806199,shortestpaths,{},0.441176470588,15,124,32,25.375,29,13.5172413793,57,10.5614035088,9
I_2013-10-08_502,G_2013-10-08_24,rpermute,{'rfrac': 0.5},2071927504223534807,shortestpaths,{},0.5,17,164,32,31.375,30,15.3333333333,59,12.406779661,11
I_2013-10-08_503,G_2013-10-08_24,rpermute,{'rfrac': 0.5},3244530218011846438,shortestpaths,{},0.5,17,170,32,31.25,30,15.2,58,12.5517241379,9.5
I_2013-10-08_504,G_2013-10-08_24,rpermute,{'rfrac': 0.5},6782361333915763521,shortestpaths,{},0.5,17,163,30,34.4666666667,27,18.1481481481,49,15.5510204082,15
I_2013-10-08_505,G_2013-10-08_25,rpermute,{'rfrac': 0.2},-1016056073441244742,shortestpaths,{},0.1875,6,17,16,6.5,11,4.0,23,3.21739130435,2
I_2013-10-08_506,G_2013-10-08_25,rpermute,{'rfrac': 0.2},-8996184456650347980,shortestpaths,{},0.1875,6,16,13,6.92307692308,8,3.75,19,3.15789473684,2
I_2013-10-08_507,G_2013-10-08_25,rpermute,{'rfrac': 0.2},5834914883617833448,shortestpaths,{},0.1875,6,18,15,6.26666666667,12,2.83333333333,22,2.90909090909,3.0
I_2013-10-08_508,G_2013-10-08_25,rpermute,{'rfrac': 0.25},4334191085522339935,shortestpaths,{},0.25,8,32,21,10.0952380952,17,5.88235294118,32,4.875,5.0
I_2013-10-08_509,G_2013-10-08_25,rpermute,{'rfrac': 0.25},4374978365287096773,shortestpaths,{},0.25,8,32,20,11.5,16,7.375,28,6.21428571429,5.0
I_2013-10-08_510,G_2013-10-08_25,rpermute,{'rfrac': 0.25},-979859012781320074,shortestpaths,{},0.25,8,36,20,10.8,16,6.5,30,5.33333333333,4.0
I_2013-10-08_511,G_2013-10-08_25,rpermute,{'rfrac': 0.3},-2948505117945829980,shortestpaths,{},0.3125,10,50,26,12.9230769231,21,7.42857142857,43,5.72093023256,5
I_2013-10-08_512,G_2013-10-08_25,rpermute,{'rfrac': 0.3},536872028081766936,shortestpaths,{},0.3125,10,51,17,17.4117647059,14,8.28571428571,26,7.92307692308,8.5
I_2013-10-08_513,G_2013-10-08_25,rpermute,{'rfrac': 0.3},7359501629214267437,shortestpaths,{},0.3125,10,56,22,15.4545454545,20,8.0,36,6.94444444444,6.0
I_2013-10-08_514,G_2013-10-08_25,rpermute,{'rfrac': 0.35},-4382975046427953763,shortestpaths,{},0.34375,11,70,25,17.76,21,10.6666666667,40,8.35,6.0
I_2013-10-08_515,G_2013-10-08_25,rpermute,{'rfrac': 0.35},2954401577571426481,shortestpaths,{},0.34375,11,69,21,18.1904761905,18,9.0,34,8.0,5.5
I_2013-10-08_516,G_2013-10-08_25,rpermute,{'rfrac': 0.35},-7413428387992969390,shortestpaths,{},0.34375,11,64,24,16.1666666667,20,8.4,40,6.95,5.5
I_2013-10-08_517,G_2013-10-08_25,rpermute,{'rfrac': 0.4},-6187413204135435634,shortestpaths,{},0.40625,13,93,25,20.88,22,9.54545454545,41,8.92682926829,6
I_2013-10-08_518,G_2013-10-08_25,rpermute,{'rfrac': 0.4},1773478624341539218,shortestpaths,{},0.40625,13,94,25,22.56,24,10.5,40,10.2,8.5
I_2013-10-08_519,G_2013-10-08_25,rpermute,{'rfrac': 0.4},8284721865120781442,shortestpaths,{},0.40625,13,95,27,20.8888888889,22,11.4545454545,49,8.32653061224,7
I_2013-10-08_520,G_2013-10-08_25,rpermute,{'rfrac': 0.45},-5656636771705656277,shortestpaths,{},0.4375,14,115,28,24.4285714286,26,12.3076923077,50,10.04,9.0
I_2013-10-08_521,G_2013-10-08_25,rpermute,{'rfrac': 0.45},3646277884294565853,shortestpaths,{},0.4375,14,112,30,22.4666666667,23,13.4782608696,52,9.46153846154,5.0
I_2013-10-08_522,G_2013-10-08_25,rpermute,{'rfrac': 0.45},-8538664302167680092,shortestpaths,{},0.4375,14,112,27,23.7777777778,23,12.0869565217,49,9.38775510204,8
I_2013-10-08_523,G_2013-10-08_25,rpermute,{'rfrac': 0.5},-1840867155650103739,shortestpaths,{},0.5,16,141,27,31.3333333333,23,15.9130434783,49,12.3673469388,7
I_2013-10-08_524,G_2013-10-08_25,rpermute,{'rfrac': 0.5},7176946191863829956,shortestpaths,{},0.5,16,154,29,31.3793103448,24,17.9166666667,53,12.641509434,12
I_2013-10-08_525,G_2013-10-08_25,rpermute,{'rfrac': 0.5},-919144622605998823,shortestpaths,{},0.5,16,142,26,35.0,21,20.4761904762,45,14.8888888889,12
I_2013-10-08_526,G_2013-10-08_26,rpermute,{'rfrac': 0.2},-4536610441210170474,shortestpaths,{},0.210526315789,8,34,21,10.4761904762,19,5.68421052632,29,5.65517241379,5
I_2013-10-08_527,G_2013-10-08_26,rpermute,{'rfrac': 0.2},5967099578111253613,shortestpaths,{},0.210526315789,8,32,21,12.380952381,16,9.25,27,7.55555555556,6
I_2013-10-08_528,G_2013-10-08_26,rpermute,{'rfrac': 0.2},3382251072132267452,shortestpaths,{},0.210526315789,8,31,21,11.9047619048,17,8.11764705882,28,6.92857142857,6.0
I_2013-10-08_529,G_2013-10-08_26,rpermute,{'rfrac': 0.25},-7719537095136850379,shortestpaths,{},0.263157894737,10,56,25,13.68,21,7.71428571429,38,6.63157894737,5.0
I_2013-10-08_530,G_2013-10-08_26,rpermute,{'rfrac': 0.25},2699401633179061942,shortestpaths,{},0.263157894737,10,52,29,12.5517241379,26,7.07692307692,45,6.08888888889,6
I_2013-10-08_531,G_2013-10-08_26,rpermute,{'rfrac': 0.25},-7389222980712242203,shortestpaths,{},0.263157894737,10,47,20,16.8,15,10.4,27,9.11111111111,8
I_2013-10-08_532,G_2013-10-08_26,rpermute,{'rfrac': 0.3},-4335271266914774604,shortestpaths,{},0.289473684211,11,61,30,16.7333333333,24,11.75,44,8.90909090909,8.0
I_2013-10-08_533,G_2013-10-08_26,rpermute,{'rfrac': 0.3},4142387082413358054,shortestpaths,{},0.289473684211,11,61,30,15.0,26,8.84615384615,46,7.39130434783,6.5
I_2013-10-08_534,G_2013-10-08_26,rpermute,{'rfrac': 0.3},4308966417439255507,shortestpaths,{},0.289473684211,11,60,27,16.2222222222,22,9.90909090909,41,8.0,6
I_2013-10-08_535,G_2013-10-08_26,rpermute,{'rfrac': 0.35},7815867483494234687,shortestpaths,{},0.342105263158,13,89,30,21.4,26,12.6923076923,47,10.3404255319,9
I_2013-10-08_536,G_2013-10-08_26,rpermute,{'rfrac': 0.35},173252317824963853,shortestpaths,{},0.342105263158,13,83,30,20.9333333333,23,13.7391304348,48,9.83333333333,7.0
I_2013-10-08_537,G_2013-10-08_26,rpermute,{'rfrac': 0.35},8962799776704075771,shortestpaths,{},0.342105263158,13,85,29,22.5517241379,24,14.25,45,11.0666666667,9
I_2013-10-08_538,G_2013-10-08_26,rpermute,{'rfrac': 0.4},-7750616918015602475,shortestpaths,{},0.394736842105,15,124,25,32.96,23,17.5652173913,40,15.35,13.0
I_2013-10-08_539,G_2013-10-08_26,rpermute,{'rfrac': 0.4},5198868104340353832,shortestpaths,{},0.394736842105,15,115,27,31.9259259259,22,20.0909090909,39,16.7179487179,15
I_2013-10-08_540,G_2013-10-08_26,rpermute,{'rfrac': 0.4},7725974731488418775,shortestpaths,{},0.394736842105,15,117,31,28.3225806452,26,17.6153846154,50,13.36,11.0
I_2013-10-08_541,G_2013-10-08_26,rpermute,{'rfrac': 0.45},5207588708380533841,shortestpaths,{},0.447368421053,17,146,30,38.4666666667,24,25.4166666667,44,20.0454545455,16.0
I_2013-10-08_542,G_2013-10-08_26,rpermute,{'rfrac': 0.45},3488654633574836682,shortestpaths,{},0.447368421053,17,147,31,35.0322580645,26,20.8461538462,50,16.28,13.0
I_2013-10-08_543,G_2013-10-08_26,rpermute,{'rfrac': 0.45},-6117100210309469768,shortestpaths,{},0.447368421053,17,148,35,34.1714285714,29,22.4827586207,57,16.2105263158,13
I_2013-10-08_544,G_2013-10-08_26,rpermute,{'rfrac': 0.5},3975855587357008355,shortestpaths,{},0.5,19,201,33,46.0,29,28.7586206897,51,23.0588235294,21
I_2013-10-08_545,G_2013-10-08_26,rpermute,{'rfrac': 0.5},8999380355368993022,shortestpaths,{},0.5,19,190,33,42.0,26,27.0,54,19.3333333333,17.0
I_2013-10-08_546,G_2013-10-08_26,rpermute,{'rfrac': 0.5},8218384895023742154,shortestpaths,{},0.5,19,192,31,44.7096774194,28,25.0714285714,50,20.88,21.0
I_2013-10-08_547,G_2013-10-08_27,rpermute,{'rfrac': 0.2},4362402316538400633,shortestpaths,{},0.189189189189,7,26,24,7.08333333333,18,4.77777777778,35,3.65714285714,3
I_2013-10-08_548,G_2013-10-08_27,rpermute,{'rfrac': 0.2},-7152305752778274814,shortestpaths,{},0.189189189189,7,25,15,10.1333333333,12,5.66666666667,21,5.2380952381,4
I_2013-10-08_549,G_2013-10-08_27,rpermute,{'rfrac': 0.2},-5462878386705396085,shortestpaths,{},0.189189189189,7,21,16,12.125,13,8.46153846154,18,8.44444444444,8.0
I_2013-10-08_550,G_2013-10-08_27,rpermute,{'rfrac': 0.25},84030036167356599,shortestpaths,{},0.243243243243,9,44,25,11.76,21,7.14285714286,36,6.16666666667,5.0
I_2013-10-08_551,G_2013-10-08_27,rpermute,{'rfrac': 0.25},992051627376579315,shortestpaths,{},0.243243243243,9,45,27,11.7037037037,23,7.47826086957,41,5.9512195122,5
I_2013-10-08_552,G_2013-10-08_27,rpermute,{'rfrac': 0.25},3698314596885583788,shortestpaths,{},0.243243243243,9,38,21,14.4761904762,16,10.0,29,8.0,6
I_2013-10-08_553,G_2013-10-08_27,rpermute,{'rfrac': 0.3},-6303918651378237914,shortestpaths,{},0.297297297297,11,64,30,14.6,27,8.07407407407,50,6.56,5.0
I_2013-10-08_554,G_2013-10-08_27,rpermute,{'rfrac': 0.3},3215424173342589156,shortestpaths,{},0.297297297297,11,64,27,16.3703703704,22,10.0909090909,43,7.72093023256,7
I_2013-10-08_555,G_2013-10-08_27,rpermute,{'rfrac': 0.3},976020554844886993,shortestpaths,{},0.297297297297,11,61,24,18.5,17,13.1764705882,31,10.7741935484,8
I_2013-10-08_556,G_2013-10-08_27,rpermute,{'rfrac': 0.35},-5585005584684507126,shortestpaths,{},0.351351351351,13,89,30,20.4,26,11.5384615385,50,9.12,6.0
I_2013-10-08_557,G_2013-10-08_27,rpermute,{'rfrac': 0.35},-3734664004889397210,shortestpaths,{},0.351351351351,13,101,31,19.7419354839,28,10.7142857143,54,8.44444444444,7.0
I_2013-10-08_558,G_2013-10-08_27,rpermute,{'rfrac': 0.35},3977661964366024677,shortestpaths,{},0.351351351351,13,90,29,18.8965517241,24,9.83333333333,49,8.0,4
I_2013-10-08_559,G_2013-10-08_27,rpermute,{'rfrac': 0.4},-2220440404268584277,shortestpaths,{},0.405405405405,15,121,32,26.5625,28,15.3571428571,54,11.8518518519,10.0
I_2013-10-08_560,G_2013-10-08_27,rpermute,{'rfrac': 0.4},-6303000079107320332,shortestpaths,{},0.405405405405,15,122,30,28.4666666667,25,17.36,50,12.88,10.0
I_2013-10-08_561,G_2013-10-08_27,rpermute,{'rfrac': 0.4},-2657482221363433842,shortestpaths,{},0.405405405405,15,118,31,26.9032258065,26,15.9230769231,47,13.2765957447,11
I_2013-10-08_562,G_2013-10-08_27,rpermute,{'rfrac': 0.45},769320797305632357,shortestpaths,{},0.459459459459,17,158,32,33.125,29,17.7931034483,55,14.3272727273,12
I_2013-10-08_563,G_2013-10-08_27,rpermute,{'rfrac': 0.45},-3717720614887736993,shortestpaths,{},0.459459459459,17,161,27,36.5925925926,23,19.3043478261,45,15.9111111111,13
I_2013-10-08_564,G_2013-10-08_27,rpermute,{'rfrac': 0.45},7008051524473695123,shortestpaths,{},0.459459459459,17,161,31,36.1935483871,27,21.4074074074,51,16.6666666667,15
I_2013-10-08_565,G_2013-10-08_27,rpermute,{'rfrac': 0.5},8975144484428156535,shortestpaths,{},0.513513513514,19,205,35,42.3428571429,29,27.5172413793,59,19.3220338983,19
I_2013-10-08_566,G_2013-10-08_27,rpermute,{'rfrac': 0.5},5769495703166296347,shortestpaths,{},0.513513513514,19,205,33,42.6666666667,29,24.9655172414,55,19.3818181818,18
I_2013-10-08_567,G_2013-10-08_27,rpermute,{'rfrac': 0.5},6676182965444988423,shortestpaths,{},0.513513513514,19,204,31,41.7419354839,28,21.7857142857,54,17.6296296296,16.0
I_2013-10-08_568,G_2013-10-08_28,rpermute,{'rfrac': 0.2},4514036785592418687,shortestpaths,{},0.2,9,43,30,8.6,27,4.22222222222,51,3.64705882353,3
I_2013-10-08_569,G_2013-10-08_28,rpermute,{'rfrac': 0.2},-5239680838086624964,shortestpaths,{},0.2,9,41,29,8.8275862069,26,4.30769230769,47,3.91489361702,4
I_2013-10-08_570,G_2013-10-08_28,rpermute,{'rfrac': 0.2},9213684658224986442,shortestpaths,{},0.2,9,46,26,9.46153846154,24,4.25,41,4.24390243902,3
I_2013-10-08_571,G_2013-10-08_28,rpermute,{'rfrac': 0.25},-9149289434076492635,shortestpaths,{},0.244444444444,11,66,32,12.0,26,6.30769230769,54,5.07407407407,4.0
I_2013-10-08_572,G_2013-10-08_28,rpermute,{'rfrac': 0.25},6152431332395049230,shortestpaths,{},0.244444444444,11,69,30,12.5333333333,24,6.5,52,5.11538461538,4.0
I_2013-10-08_573,G_2013-10-08_28,rpermute,{'rfrac': 0.25},3162903931757136855,shortestpaths,{},0.244444444444,11,67,35,11.5428571429,29,6.34482758621,62,4.74193548387,4.0
I_2013-10-08_574,G_2013-10-08_28,rpermute,{'rfrac': 0.3},-7361707070683052183,shortestpaths,{},0.311111111111,14,110,35,19.1428571429,33,9.27272727273,65,7.50769230769,7
I_2013-10-08_575,G_2013-10-08_28,rpermute,{'rfrac': 0.3},-8197451773012544951,shortestpaths,{},0.311111111111,14,111,40,17.2,37,8.75675675676,74,6.83783783784,6.0
I_2013-10-08_576,G_2013-10-08_28,rpermute,{'rfrac': 0.3},-8110712453997092473,shortestpaths,{},0.311111111111,14,110,36,17.5,34,7.82352941176,65,6.89230769231,5
I_2013-10-08_577,G_2013-10-08_28,rpermute,{'rfrac': 0.35},9165049541684028684,shortestpaths,{},0.355555555556,16,150,38,22.6842105263,32,11.9375,72,8.63888888889,8.0
I_2013-10-08_578,G_2013-10-08_28,rpermute,{'rfrac': 0.35},-8329539993576189850,shortestpaths,{},0.355555555556,16,147,44,20.0454545455,41,9.80487804878,89,7.21348314607,6
I_2013-10-08_579,G_2013-10-08_28,rpermute,{'rfrac': 0.35},1036130610897219840,shortestpaths,{},0.355555555556,16,146,41,21.8048780488,36,11.5,77,8.49350649351,6
I_2013-10-08_580,G_2013-10-08_28,rpermute,{'rfrac': 0.4},6377239706074288923,shortestpaths,{},0.4,18,187,44,25.4090909091,40,12.65,87,9.33333333333,8
I_2013-10-08_581,G_2013-10-08_28,rpermute,{'rfrac': 0.4},6278471795888277728,shortestpaths,{},0.4,18,187,41,25.8048780488,39,11.4358974359,82,9.17073170732,7.0
I_2013-10-08_582,G_2013-10-08_28,rpermute,{'rfrac': 0.4},-2895007201294211709,shortestpaths,{},0.4,18,185,42,27.2380952381,42,12.6666666667,84,9.97619047619,9.0
